"","match_id_18char","match_length","net_sentiment","positive","negative","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"313","a1v2J0000027QOaQAM",27.1,972,1038,66,64,917,33,51,802,38,314,675
"314","a1v2J0000027QOrQAM",33.2,665,1155,490,159,1191,81,65,844,357,209,1196
"315","a1v2J0000027QvJQAU",7.5,91,133,42,8,110,0,5,90,52,8,63
"316","a1v2J0000027QvPQAU",4.3,19,43,24,20,18,0,0,16,4,8,28
"317","a1v2J0000027QvXQAU",16,191,375,184,109,546,49,136,253,103,109,451
"318","a1v2J0000027QvcQAE",23,-115,569,684,622,875,213,316,329,330,193,771
"319","a1v2J0000027QvdQAE",15,468,686,218,127,715,75,125,529,355,197,410
"320","a1v2J0000027QveQAE",15.9,264,512,248,199,966,17,169,229,176,159,698
"321","a1v2J0000027QvjQAE",2.6,31,32,1,0,32,0,0,29,5,14,13
"322","a1v2J0000027QvnQAE",9.7,69,71,2,0,72,0,2,69,2,6,70
"323","a1v2J0000027QvqQAE",8.1,115,166,51,49,112,15,20,51,17,32,208
"324","a1v2J0000027QvrQAE",9.1,775,1095,320,293,1125,193,338,653,250,601,1025
"325","a1v2J0000027QvuQAE",6.6,95,204,109,102,168,13,19,132,22,80,177
"326","a1v2J0000027QvyQAE",9.1,27,52,25,5,54,6,13,29,12,35,34
"327","a1v2J0000027Qw4QAE",12.3,124,191,67,34,217,1,32,137,31,83,135
"328","a1v2J0000027QwHQAU",30.4,610,826,216,79,875,45,36,387,181,31,615
"329","a1v2J0000027QwIQAU",3.1,7,9,2,2,9,0,1,5,0,5,33
"330","a1v2J0000027QwgQAE",18.7,26,28,2,0,56,6,0,23,2,43,39
"331","a1v2J0000027QwvQAE",8,35,37,2,0,41,0,1,29,2,25,44
"332","a1v2J0000027QxNQAU",30,1691,2253,562,355,1859,77,703,1668,415,547,2099
"333","a1v2J0000027T6jQAE",14.1,438,498,60,44,459,40,44,159,60,49,345
"334","a1v2J0000027T6yQAE",3.9,117,154,37,3,182,8,3,90,24,53,107
"335","a1v2J0000027TGgQAM",12,89,90,1,0,72,0,0,55,16,25,59
"336","a1v2J0000027TXAQA2",26.7,343,427,84,60,450,30,82,292,56,189,321
"337","a1v2J0000027TeKQAU",47.3,1326,1465,139,86,1401,71,145,771,155,344,1118
"338","a1v2J0000027TmjQAE",28.4,93,475,382,172,680,335,352,396,381,350,308
"339","a1v2J0000027TmmQAE",14.1,812,913,101,105,784,151,109,264,100,170,676
"340","a1v2J0000027TtZQAU",79.9,19042,20485,1443,1797,16941,129,2610,13463,800,6984,15646
"341","a1v2J0000027TtgQAE",15.8,95,103,8,16,91,4,17,48,2,8,113
"342","a1v2J0000027TvCQAU",8.4,349,374,25,16,346,10,22,293,23,94,127
"343","a1v2J0000027TwBQAU",31.7,129,308,179,29,350,20,339,103,241,178,217
"344","a1v2J0000027TwFQAU",56.9,3515,3714,199,161,3708,23,224,2242,139,174,1715
"345","a1v2J0000027UAeQAM",24.3,9641,9884,243,240,10846,206,279,4563,234,3196,8226
"346","a1v2J0000027UFmQAM",8.3,264,276,12,2,241,0,2,252,5,194,238
"347","a1v2J0000027UpqQAE",95.6,7647,8345,698,2358,8124,247,1184,6243,483,3389,5290
"348","a1v2J0000027UqyQAE",37.1,313,454,141,80,624,37,90,319,91,55,265
"349","a1v2J0000027Us2QAE",74.7,1337,1977,640,539,1769,439,624,838,582,536,1404
"350","a1v2J0000027UuSQAU",17.2,3224,3631,407,311,2694,127,462,2529,279,1901,5338
"351","a1v2J0000027V0AQAU",33.4,9720,10176,456,389,10461,287,242,7226,360,5797,7712
"352","a1v2J0000027V0BQAU",39.5,1027,1176,149,85,1714,52,131,886,162,218,1839
"353","a1v2J0000027V8aQAE",19.5,213,257,44,33,272,11,32,182,13,43,138
"354","a1v2J0000027V8gQAE",50.5,1446,1692,246,217,2190,114,274,776,150,580,1118
"355","a1v2J0000027VOIQA2",3.9,189,252,63,57,217,46,54,144,82,68,137
"356","a1v2J0000027VX7QAM",9.6,1372,1431,59,18,1546,13,25,910,57,823,1315
"357","a1v2J0000027VgCQAU",63.3,1770,2631,861,289,3319,228,344,1958,822,449,1841
"358","a1v2J0000027Vi0QAE",70.2,4188,4339,151,825,4261,138,888,3471,299,1956,2529
"359","a1v2J0000027ViJQAU",70.4,27612,28571,959,2518,23831,443,3627,21824,821,9847,16532
"360","a1v2J0000027ViNQAU",44.4,1131,1284,153,121,1278,65,148,599,111,353,1052
"361","a1v2J0000027VkoQAE",6.7,263,314,51,49,426,17,27,187,107,352,473
"362","a1v2J0000027Vl3QAE",39.2,59659,61418,1759,1646,65428,829,2301,47941,5636,35150,43918
"363","a1v2J0000027W1mQAE",81.3,4793,6105,1312,1351,5495,289,1620,4026,1173,1540,4506
"364","a1v2J0000027WFVQA2",6,218,243,25,37,173,10,11,137,17,70,188
"365","a1v2J0000027WVUQA2",9.6,64,71,7,5,84,2,8,47,6,19,47
"366","a1v2J0000027WdAQAU",67.8,7713,8394,681,1011,6725,189,1195,5070,631,2586,5918
"367","a1v2J0000027WizQAE",19.1,607,626,19,0,628,2,7,291,8,164,469
"368","a1v2J0000027WkRQAU",47.7,2126,2972,846,720,2409,693,831,2246,1393,1553,2120
"369","a1v2J0000027WmkQAE",60.8,14357,14993,636,289,14051,279,522,13199,532,9758,12505
"370","a1v2J0000027WnOQAU",78.5,6816,7207,391,445,8374,131,880,4810,242,2898,5916
"371","a1v2J0000027X59QAE",39.4,1294,1436,142,71,1030,13,210,731,68,618,1345
"372","a1v2J0000027XXAQA2",63.9,2056,2310,254,153,2478,6,116,1083,101,330,1701
"373","a1v2J0000027XlrQAE",19.5,17087,17602,515,456,16755,229,688,12128,1001,8514,13202
"374","a1v2J0000027Xn5QAE",49.5,38033,39578,1545,1010,37515,440,1604,30443,910,19229,30446
"375","a1v2J0000027XncQAE",27.5,586,773,187,80,1351,3,172,243,173,115,604
"376","a1v2J0000027XpHQAU",11.3,352,399,47,25,616,7,44,195,30,85,298
"377","a1v2J0000027Xr9QAE",12.5,1670,2005,335,212,1956,8,318,1090,609,508,1647
"378","a1v2J0000027YPzQAM",11.3,627,697,70,50,676,13,66,460,13,63,494
"379","a1v2J0000027YQ9QAM",10.9,670,889,219,146,1120,104,201,482,153,199,937
"380","a1v2J0000027YQAQA2",14.9,270,302,32,6,557,6,13,190,22,11,195
"381","a1v2J0000027YQRQA2",19.1,987,1180,193,118,1431,53,195,775,188,278,696
"382","a1v2J0000027YQiQAM",18.5,268,287,19,36,314,33,36,179,86,84,175
"383","a1v2J0000027YXRQA2",21.7,736,861,125,16,982,9,90,235,72,93,866
"384","a1v2J0000027YfxQAE",11.4,314,422,108,76,596,57,49,239,96,71,344
"385","a1v2J0000027YmbQAE",81.7,2763,2954,191,188,3473,45,90,1927,87,1023,2222
"386","a1v2J0000027YmiQAE",11,275,348,73,39,322,11,37,287,23,214,313
"387","a1v2J0000027YmuQAE",3.7,118,1271,1153,112,1254,40,112,1129,1145,84,1172
"388","a1v2J0000027Yo4QAE",67.4,16256,17535,1279,1031,15906,513,1458,12172,898,2339,11380
"389","a1v2J0000027YoMQAU",13.2,864,942,78,15,845,10,91,314,75,122,758
"390","a1v2J0000027ZDtQAM",23.9,2203,2437,234,79,4840,10,142,1607,250,703,2742
"391","a1v2J0000027ZdnQAE",64.7,3368,3637,269,168,3028,69,386,2053,176,924,3189
"392","a1v2J0000027ZqdQAE",53.5,2501,3259,758,139,4313,31,468,2073,601,286,2386
"393","a1v2J0000027aCzQAI",22.8,1651,1774,123,224,1564,192,242,1467,288,1007,1681
"394","a1v2J0000027aOtQAI",3.9,188,239,51,25,209,14,34,155,125,39,82
"395","a1v2J0000027aW3QAI",13.3,872,990,118,172,859,57,89,631,82,515,995
"396","a1v2J0000027b6OQAQ",75.7,8308,8701,393,238,6178,68,684,4741,165,1982,7778
"397","a1v2J0000027b7iQAA",66,2306,2583,277,214,3182,121,191,1597,215,239,1598
"398","a1v2J0000027beIQAQ",30.2,1246,1622,376,147,1694,102,419,909,196,332,1759
"399","a1v2J0000027beUQAQ",74.2,4710,5014,304,220,4103,79,340,2817,180,1954,4966
"400","a1v2J0000027bfpQAA",6.2,401,574,173,118,507,84,202,344,252,144,637
"401","a1v2J0000027bhcQAA",20.6,473,569,96,63,498,39,35,381,40,203,359
"402","a1v2J0000027c62QAA",33.2,2427,2677,250,67,2194,35,281,1466,187,495,1932
"403","a1v2J0000027cCIQAY",45.6,840,913,73,48,1526,27,65,439,60,249,698
"404","a1v2J0000027cG9QAI",17.3,517,553,36,2,638,0,28,275,35,163,535
"405","a1v2J0000027cYiQAI",5.8,295,323,28,17,495,29,58,166,35,79,150
"406","a1v2J0000027cf1QAA",24.3,3814,4079,265,278,3444,123,208,3274,186,499,1679
"407","a1v2J0000027cfhQAA",60.5,1894,1992,98,91,1111,96,89,984,59,469,1695
"408","a1v2J0000027cflQAA",71.3,15601,16705,1104,1743,12987,571,2436,12644,1052,4905,10125
"409","a1v2J0000027cuuQAA",4.8,253,271,18,19,188,14,17,134,17,5,317
"410","a1v2J0000027cvBQAQ",16.9,201,426,225,234,824,39,51,237,61,155,224
"411","a1v2J0000027dAAQAY",37.7,533,550,17,20,614,12,19,361,19,266,566
"412","a1v2J0000027dACQAY",29.8,1349,2729,1380,703,3005,116,249,2076,920,592,1725
"413","a1v2J0000027dAjQAI",94.1,7113,7533,420,217,6472,23,388,3869,282,1225,6587
"414","a1v2J0000027dBaQAI",24.3,1009,1078,69,40,1173,18,37,620,71,321,857
"415","a1v2J0000027dBrQAI",16.7,934,1028,94,175,1027,58,82,694,79,211,478
"416","a1v2J0000027dSZQAY",7.5,366,370,4,0,392,3,2,178,19,6,267
"417","a1v2J0000027dshQAA",5.6,56,169,113,61,150,23,82,123,71,47,106
"418","a1v2J0000027dtOQAQ",85.6,14310,14888,578,1501,11777,281,2126,7859,388,2959,11632
"419","a1v2J0000027eOnQAI",13.7,562,686,124,33,737,27,146,448,95,272,437
"420","a1v2J0000027eVRQAY",35.7,2371,2526,155,98,2576,22,976,1463,90,301,2346
"421","a1v2J0000027eVVQAY",16.2,4456,4731,275,157,4201,21,94,1686,931,669,3472
"422","a1v2J0000027esBQAQ",53.4,2020,2116,96,68,1879,42,73,1587,71,967,1751
"423","a1v2J0000027esxQAA",8,208,227,19,13,111,5,12,46,27,15,90
"424","a1v2J0000027eyPQAQ",34.4,998,1036,38,12,1090,5,12,448,30,14,784
"425","a1v2J0000027f07QAA",10.3,181,201,20,4,175,0,12,65,14,29,139
"426","a1v2J0000027fLgQAI",2.2,264,264,0,0,19,0,0,19,0,1,273
"427","a1v2J0000027gGjQAI",50.4,1528,1874,346,212,1950,39,240,825,354,207,1630
"428","a1v2J0000027gIrQAI",17.7,52,62,10,0,51,0,29,12,37,3,90
"429","a1v2J0000027gf7QAA",76.4,12066,12619,553,1489,11007,225,2148,8265,583,3766,9057
"430","a1v2J0000027gqzQAA",3.5,54,106,52,20,53,0,15,54,35,20,63
"431","a1v2J0000027hN3QAI",3,47,109,62,55,147,5,53,89,56,71,83
"432","a1v2J0000027hUsQAI",18.9,1190,1388,198,126,1648,84,98,1095,213,408,957
"433","a1v2J0000027hkVQAQ",45.4,2264,2488,224,155,2454,61,170,1553,117,521,1544
"434","a1v2J0000027hlxQAA",5.7,3262,3355,93,73,3027,53,98,2504,1126,987,1612
"435","a1v2J0000027hvvQAA",74.7,49998,53674,3676,4883,53633,2538,5178,41563,5201,20978,37643
"436","a1v2J0000027i8YQAQ",8.7,602,780,178,115,505,52,49,372,125,392,731
"437","a1v2J0000027iI2QAI",84.9,2665,2877,212,75,3141,97,65,1641,167,795,2450
"438","a1v2J0000027iI9QAI",67,4610,5559,949,819,6756,553,529,3377,593,547,2551
"439","a1v2J0000027iJBQAY",34.2,419,467,48,8,487,8,15,370,46,97,561
"440","a1v2J0000027icOQAQ",28.4,824,879,55,18,919,0,55,684,65,100,390
"441","a1v2J0000027iv2QAA",13.3,25229,26229,1000,237,2331,112,172,1538,901,313,25706
"442","a1v2J0000027jOxQAI",60.8,3726,4020,294,167,5011,29,406,2113,302,555,3667
"443","a1v2J0000027jPuQAI",30.3,1777,1987,210,93,2095,13,231,538,279,235,1632
"444","a1v2J0000027jSKQAY",11.6,337,392,55,36,445,3,38,183,105,25,245
"445","a1v2J0000027jhWQAQ",20.5,873,1319,446,372,1113,87,301,671,154,218,989
"446","a1v2J0000027kGiQAI",72,10625,11778,1153,1020,10330,426,1520,7153,801,2364,7912
"447","a1v2J0000027kIMQAY",33.8,646,755,109,75,651,58,72,491,75,156,741
"448","a1v2J0000027kqLQAQ",43.3,2431,2864,433,426,3306,97,191,929,178,630,1569
"449","a1v2J0000027kxxQAA",46.8,35276,39181,3905,2610,38211,1844,3826,29366,3363,21079,32904
"450","a1v2J0000027lB8QAI",4.1,25,74,49,35,65,5,5,23,5,0,48
"451","a1v2J0000027lDMQAY",12,1173,1213,40,19,1226,2,137,374,9,34,1078
"452","a1v2J0000027lK5QAI",7.4,55,56,1,0,23,0,0,35,2,0,62
"453","a1v2J0000027lV6QAI",92.1,3327,3663,336,134,3838,134,230,2220,236,488,2905
"454","a1v2J0000027lbFQAQ",71.4,7704,8210,506,891,6175,293,1206,5753,542,3517,5919
"455","a1v2J0000027lbTQAQ",8.3,317,451,134,140,457,102,137,272,130,171,437
"456","a1v2J0000027m0mQAA",12.4,169,272,103,55,551,45,73,105,93,51,237
"457","a1v2J0000027m1TQAQ",33.6,786,909,123,64,927,49,179,664,95,461,712
"458","a1v2J0000027mDmQAI",84,6279,6698,419,649,4978,140,763,3808,280,1258,4376
"459","a1v2J0000027mE8QAI",24,619,679,60,18,578,11,64,215,32,101,556
"460","a1v2J0000027mGLQAY",22.9,1208,1278,70,12,1749,27,3,632,69,233,705
"461","a1v2J0000027mHLQAY",54.3,2153,2241,88,61,2372,20,37,818,59,123,2417
"462","a1v2J0000027mIlQAI",25,811,984,173,165,1198,60,99,659,190,346,615
"463","a1v2J0000027mJ6QAI",22.2,524,573,49,44,538,30,31,493,445,64,125
"464","a1v2J0000027mJaQAI",3.1,55,108,53,47,53,40,47,80,52,46,93
"465","a1v2J0000027miqQAA",6.4,266,335,69,48,377,43,50,89,58,51,252
"466","a1v2J0000027nFyQAI",84.1,8039,8426,387,878,10276,75,1394,6499,595,4178,6581
"467","a1v2J0000027nG7QAI",2.1,55,62,7,5,50,0,5,37,7,35,59
"468","a1v2J0000027nGBQAY",7.8,482,548,66,61,494,67,251,346,73,149,543
"469","a1v2J0000027nKvQAI",25.3,1119,1310,191,138,1187,153,444,945,177,135,868
"470","a1v2J0000027ntQQAQ",48.6,485,540,55,27,465,12,44,176,39,70,433
"471","a1v2J0000027nuaQAA",15.5,595,756,161,89,926,63,86,461,103,83,480
"472","a1v2J0000027ogFQAQ",64.1,2572,2722,150,145,2095,95,138,1886,136,363,1629
"473","a1v2J0000027oqzQAA",2.9,130,135,5,24,137,0,24,121,24,82,84
"474","a1v2J0000027p6QQAQ",33.7,2233,2565,332,136,2155,94,248,1943,170,1301,2211
"475","a1v2J0000027p6dQAA",13,115,147,32,19,63,5,20,59,7,26,80
"476","a1v2J0000027panQAA",35.2,1872,2136,264,62,2078,25,368,866,113,710,1932
"477","a1v2J0000027pcyQAA",53,470,600,130,122,748,60,102,187,84,117,447
"478","a1v2J0000027pd1QAA",54.2,744,840,96,78,809,26,96,461,62,86,581
"479","a1v2J0000027pdOQAQ",94.9,3467,3894,427,176,5748,101,252,2476,397,906,2325
"480","a1v2J0000027pehQAA",26,625,703,78,37,702,21,37,429,49,220,470
"481","a1v2J0000027q66QAA",23.2,1971,2009,38,36,2191,39,35,532,37,110,1718
"482","a1v2J0000027q7AQAQ",18.2,247,357,110,75,353,38,95,135,75,115,364
"483","a1v2J0000027q7wQAA",12.3,44,65,21,10,73,11,34,35,12,4,43
"484","a1v2J0000027q8CQAQ",64.5,2208,2784,576,599,3779,324,462,1668,471,858,2715
"485","a1v2J0000027q8jQAA",28.1,158,242,84,7,194,14,5,171,81,39,192
"486","a1v2J0000027q9NQAQ",87,9884,10971,1087,1323,10504,360,985,7381,1200,3976,8414
"487","a1v2J0000027qKAQAY",47.4,1522,1828,306,396,2024,130,317,941,198,309,1289
"488","a1v2J0000027qLDQAY",73.2,6870,7378,508,386,6028,30,545,5150,367,1584,4526
"489","a1v2J0000027qlpQAA",7.7,282,317,35,8,255,4,41,258,27,132,302
"490","a1v2J0000027qtcQAA",8.3,366,403,37,25,372,25,45,233,58,145,274
"491","a1v2J0000027r7bQAA",28.4,2547,2749,202,172,2293,56,172,1838,94,497,1343
"492","a1v2J0000027r83QAA",4.9,9,10,1,50,8,0,50,6,0,0,7
"493","a1v2J0000027rCFQAY",41.6,23659,24364,705,655,24738,352,838,16231,710,11939,18954
"494","a1v2J0000027rGFQAY",72.8,3107,4112,1005,305,4086,200,1158,2645,409,2128,3617
"495","a1v2J0000027rGrQAI",27,180,239,59,46,205,41,62,139,49,27,178
"496","a1v2J0000027rH9QAI",4.3,907,973,66,51,941,5,47,774,90,53,452
"497","a1v2J0000027rLlQAI",59.2,5190,5836,646,466,5548,115,529,4234,702,1451,4178
"498","a1v2J0000027rMRQAY",70.9,2490,2676,186,40,5683,3,89,1774,190,825,2153
"499","a1v2J0000027rNZQAY",15.2,278,294,16,13,310,10,21,154,12,54,166
"500","a1v2J0000027rPVQAY",14.2,346,361,15,1,341,0,22,165,67,26,290
"501","a1v2J0000027rQ2QAI",28.1,210,316,106,47,310,11,33,180,92,150,189
"502","a1v2J0000027rb3QAA",11.9,241,296,55,35,333,23,36,182,64,48,215
"503","a1v2J0000027rncQAA",11.8,612,781,169,177,1387,127,150,474,167,125,664
"504","a1v2J0000027rolQAA",19.4,5785,6043,258,173,5990,51,103,3138,276,2690,5893
"505","a1v2J0000027rqEQAQ",28.3,1615,1867,252,144,928,77,182,748,188,414,974
"506","a1v2J0000027ruPQAQ",21.1,333,439,106,66,494,28,73,251,74,95,282
"507","a1v2J0000027s6UQAQ",9.2,99,108,9,7,56,2,10,48,9,14,53
"508","a1v2J0000027sGaQAI",5.5,83,140,57,28,99,33,41,25,46,5,128
"509","a1v2J0000027sJqQAI",11.5,2,4,2,2,3,0,0,0,0,0,4
"510","a1v2J0000027sKhQAI",2.3,54,54,0,0,51,0,20,43,0,4,46
"511","a1v2J0000027sKnQAI",12.8,450,553,103,69,631,50,148,370,107,165,341
"512","a1v2J0000027sKrQAI",76.9,11079,11367,288,241,9877,75,486,6932,159,3268,8542
"513","a1v2J0000027sLKQAY",38,1331,1513,182,173,1803,90,211,675,135,313,1396
"514","a1v2J0000027sUQQAY",84.2,2193,2276,83,124,1554,22,147,932,37,214,1410
"515","a1v2J0000027sUTQAY",27.1,249,274,25,28,136,27,4,113,16,81,111
"516","a1v2J0000027sW3QAI",7,116,130,14,8,107,0,13,77,10,66,83
"517","a1v2J0000027sZuQAI",66.8,3302,3751,449,144,3431,83,617,1489,420,309,2842
"518","a1v2J0000027sb9QAA",33.5,129,190,61,53,118,45,89,83,58,48,180
"519","a1v2J0000027si8QAA",50.2,2427,2575,148,58,1170,26,123,783,79,191,1150
"520","a1v2J0000027splQAA",67.6,2103,2271,168,124,2079,70,166,1482,133,622,1704
"521","a1v2J0000027sq4QAA",73.9,5339,6464,1125,533,5422,361,771,4377,1169,1941,6464
"522","a1v2J0000027sqSQAQ",49.7,22571,23410,839,614,25917,422,847,14483,644,12165,20661
"523","a1v2J0000027sqvQAA",15.6,1284,1343,59,80,1456,40,173,574,109,84,1007
"524","a1v2J0000027sqyQAA",44.3,447,500,53,30,574,9,38,332,30,227,422
"525","a1v2J0000027srFQAQ",4.7,23,59,36,4,79,0,27,18,33,22,52
"526","a1v2J0000027swrQAA",47.9,3214,4105,891,635,3245,447,737,2405,767,833,2890
"527","a1v2J0000027swuQAA",54.3,1027,1234,207,92,1182,28,110,459,111,226,1014
"528","a1v2J0000027t1pQAA",14.1,1161,1456,295,96,1560,25,264,645,59,456,1088
"529","a1v2J0000027t2XQAQ",21.6,1268,1503,235,93,1151,87,226,424,161,273,1402
"530","a1v2J0000027tEgQAI",69.2,882,1084,202,185,1190,131,160,636,143,111,1014
"531","a1v2J0000027tEqQAI",16.2,2828,3296,468,265,3006,104,525,1584,236,1171,2922
"532","a1v2J0000027tN4QAI",34.2,2128,2340,212,328,2709,115,371,983,148,405,2048
"533","a1v2J0000027tNzQAI",64.8,3433,3787,354,251,4553,91,299,2455,354,828,3278
"534","a1v2J0000027tOHQAY",46.7,3730,4186,456,235,4193,48,549,2600,267,1197,3167
"535","a1v2J0000027tQUQAY",18,408,505,97,45,946,43,71,163,58,63,475
"536","a1v2J0000027tT8QAI",32.4,474,716,242,195,953,165,222,452,188,338,648
"537","a1v2J0000027tTDQAY",15.3,411,468,57,54,424,0,13,196,2,45,265
"538","a1v2J0000027tXXQAY",12.7,376,416,40,33,694,19,24,341,23,179,275
"539","a1v2J0000027tYAQAY",2.5,6,13,7,4,20,0,4,4,4,4,17
"540","a1v2J0000027tYMQAY",5.8,216,241,25,13,212,5,13,132,18,100,186
"541","a1v2J0000027tYVQAY",40.1,1208,1444,236,98,1950,95,93,1049,222,379,910
"542","a1v2J0000027teeQAA",81,7551,9403,1852,1575,8504,265,2654,5711,1156,2630,7881
"543","a1v2J0000027tfSQAQ",5.7,174,182,8,8,221,4,4,79,72,5,102
"544","a1v2J0000027thJQAQ",37.8,2842,4139,1297,524,4239,235,355,3223,1058,1264,3813
"545","a1v2J0000027tiBQAQ",48.9,898,1030,132,64,1050,33,84,455,93,266,848
"546","a1v2J0000027u3qQAA",62.6,2718,3013,295,49,2682,27,285,1482,88,1017,2818
"547","a1v2J0000027u44QAA",26.3,1161,1293,132,27,1212,32,69,965,48,263,1187
"548","a1v2J0000027u63QAA",79,3019,3365,346,366,4474,78,233,2403,178,926,2352
"549","a1v2J0000027uB3QAI",95.3,8984,9664,680,1241,9695,364,1769,6166,535,1599,6465
"550","a1v2J0000027uDkQAI",34.3,2384,2569,185,140,2495,60,228,1863,298,566,1475
"551","a1v2J0000027uGIQAY",3.2,278,335,57,32,177,17,28,200,65,132,268
"552","a1v2J0000027uTPQAY",75.7,5489,6004,515,377,8647,22,571,3263,315,795,4777
"553","a1v2J0000027uXGQAY",59.4,1953,2283,330,160,2272,60,365,1384,123,906,2256
"554","a1v2J0000027uYmQAI",12.2,12,25,13,0,21,1,0,8,12,8,27
"555","a1v2J0000027uZmQAI",10,1206,1503,297,201,1799,195,224,985,211,447,1252
"556","a1v2J0000027ubwQAA",43.9,1124,1341,217,203,1869,55,184,836,57,454,1171
"557","a1v2J0000027ui5QAA",16,38,53,15,3,36,5,19,21,17,10,29
"558","a1v2J0000027uilQAA",64,2661,2839,178,198,2535,15,312,1672,52,378,2052
"559","a1v2J0000027v06QAA",26.7,357,389,32,22,490,19,16,123,34,19,208
"560","a1v2J0000027v0zQAA",72.9,5116,5468,352,470,5408,269,743,4235,313,2456,4208
"561","a1v2J0000027v10QAA",34.9,672,751,79,251,883,5,74,510,74,275,561
"562","a1v2J0000027v1GQAQ",9.5,48,116,68,17,83,15,15,37,49,42,83
"563","a1v2J0000027v1yQAA",16.6,552,625,73,29,666,8,50,498,93,203,359
"564","a1v2J0000027v3QQAQ",87.7,3635,4078,443,260,4021,64,328,2934,272,1339,3114
"565","a1v2J0000027v66QAA",4.1,205,265,60,54,260,69,79,141,49,139,171
"566","a1v2J0000027vAFQAY",31.4,18219,18503,284,120,18819,117,412,10772,313,9316,15195
"567","a1v2J0000027vAsQAI",45.5,1867,2044,177,114,1827,30,92,1490,112,270,1799
"568","a1v2J0000027vBfQAI",12.4,1516,1660,144,78,1606,66,292,672,134,245,1409
"569","a1v2J0000027vJAQAY",7.9,6,8,2,2,6,0,0,5,0,0,3
"570","a1v2J0000027vJaQAI",82,2416,2822,406,231,3871,68,266,1788,187,1012,1988
"571","a1v2J0000027vKcQAI",29.2,1081,1180,99,49,1061,15,73,817,120,219,777
"572","a1v2J0000027vKjQAI",36.5,11640,12907,1267,643,11454,115,1386,8697,655,5213,8619
"573","a1v2J0000027vKvQAI",6.6,87,124,37,57,112,0,21,99,22,99,118
"574","a1v2J0000027veBQAQ",24.4,673,773,100,84,878,25,92,281,60,133,575
"575","a1v2J0000027viRQAQ",59.7,3763,5224,1461,208,5408,107,188,3990,1384,869,3868
"576","a1v2J0000027vjcQAA",41.5,1428,1503,75,68,1553,36,67,893,50,406,1301
"577","a1v2J0000027vtBQAQ",29.1,5047,5230,183,133,4892,100,164,4278,146,806,3757
"578","a1v2J0000027vvbQAA",25.4,789,834,45,26,731,0,9,423,24,35,449
"579","a1v2J0000027vvdQAA",45.2,223,495,272,260,709,55,93,262,72,143,276
"580","a1v2J0000027vwAQAQ",22.1,511,527,16,5,316,0,13,198,22,132,316
"581","a1v2J0000027vy8QAA",19.5,808,1117,309,197,1162,110,226,687,146,311,988
"582","a1v2J0000027w0gQAA",5.7,347,372,25,0,134,12,0,28,24,22,315
"583","a1v2J0000027w0sQAA",9.3,12,33,21,15,31,12,15,22,32,10,8
"584","a1v2J0000027w8SQAQ",66.3,4831,5132,301,430,4961,78,625,3478,236,642,2699
"585","a1v2J0000027wE1QAI",55.4,5283,6528,1245,605,6430,148,764,4225,1157,1212,5373
"586","a1v2J0000027wGKQAY",12.9,141,160,19,7,98,0,14,48,6,10,101
"587","a1v2J0000027wGNQAY",23.4,1999,2159,160,93,2241,39,60,1425,115,748,1612
"588","a1v2J0000027wW2QAI",0.5,100,196,96,146,178,90,90,174,94,154,181
"589","a1v2J0000027wZ0QAI",57.8,4036,4290,254,107,3934,70,228,3608,81,1801,3652
"590","a1v2J0000027waPQAQ",12.5,158,217,59,32,295,26,25,97,37,51,100
"591","a1v2J0000027wbIQAQ",19.6,2179,2521,342,127,3370,55,327,1564,241,881,1535
"592","a1v2J0000027wj0QAA",12.8,79,120,41,10,111,37,15,71,39,31,88
"593","a1v2J0000027wkLQAQ",27.2,3068,3215,147,156,2745,27,169,2103,79,836,3095
"594","a1v2J0000027x3mQAA",89,11056,12064,1008,376,9186,163,998,8497,442,3090,9672
"595","a1v2J0000027x4MQAQ",29.2,826,894,68,72,729,18,43,622,153,182,638
"596","a1v2J0000027x4UQAQ",76.1,10187,11514,1327,1480,13552,509,1512,6513,1156,3234,9324
"597","a1v2J0000027xDVQAY",16.2,1578,1708,130,86,1571,11,141,601,194,254,1265
"598","a1v2J0000027xEjQAI",2.7,16,20,4,4,24,0,4,7,4,0,20
"599","a1v2J0000027xFIQAY",60.5,1140,1338,198,168,1432,123,115,808,85,258,830
"600","a1v2J0000027xGDQAY",23.5,3657,3719,62,48,4029,0,54,2751,100,392,3640
"601","a1v2J0000027xd0QAA",49.7,2080,2373,293,84,2690,139,357,1953,341,663,1111
"602","a1v2J0000027xfxQAA",6.3,256,268,12,8,380,0,32,128,8,188,320
"603","a1v2J0000027xg8QAA",3.2,1358,1697,339,168,297,96,106,290,311,96,1674
"604","a1v2J0000027xhFQAQ",40.5,1165,1495,330,240,1539,146,299,825,243,368,1207
"605","a1v2J0000027xuVQAQ",22.1,52,125,73,50,210,44,42,57,52,53,87
"606","a1v2J0000027y2QQAQ",12.2,11,20,9,12,6,12,12,7,14,2,14
"607","a1v2J0000027yFzQAI",88.9,4533,4907,374,430,4970,70,308,3346,569,1487,4025
"608","a1v2J0000027yK8QAI",9.2,26,62,36,26,45,10,15,36,20,28,37
"609","a1v2J0000027yQeQAI",10.1,1459,1556,97,4,1401,0,46,1236,36,835,1008
"610","a1v2J0000027yRlQAI",47.2,5522,6283,761,559,6080,222,655,3972,630,439,3288
